# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Fri Oct 25 22:31:14 CEST 2019
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0152 0.01508 9.00000 2.3094124794 2.5796961784    2.184  3.528  3.5357  0.344    8  0.596  0.652    95.53    54.81  1 -3.76e-08      0.00 6.728e-01 3.105e-01 3.016e-03 2.403e-03 6.169e-03 -1.000 1.667e-02 -4.049 1.875 0.200 -1.319 -2.680 -4.239 -5.825 -6.710 -6.989
0.0152 0.01508 9.00000 2.3094155788 2.5796961784    2.183  3.472  3.5428  0.428    8  0.597  0.651    79.76    46.89  1 -2.98e-08      0.00 6.728e-01 3.105e-01 3.014e-03 2.403e-03 6.169e-03 -1.000 1.667e-02 -3.910 1.861 0.056 -1.500 -2.758 -4.185 -5.662 -6.537 -6.803
0.0152 0.01508 9.00000 2.3094196320 2.5796964169    2.182  3.525  3.5360  0.347    8  0.597  0.651    94.94    54.51  1 -3.74e-08      0.00 6.728e-01 3.105e-01 3.012e-03 2.403e-03 6.169e-03 -1.000 1.667e-02 -4.043 1.877 0.197 -1.323 -2.681 -4.235 -5.818 -6.703 -6.981
0.0152 0.01508 9.00000 2.3094251156 2.5796966553    2.180  3.628  3.5228  0.192    8  0.597  0.650   132.73    72.82  1 -5.73e-08      0.00 6.728e-01 3.105e-01 3.007e-03 2.403e-03 6.169e-03 -1.000 1.666e-02 -4.299 1.902 0.549 -0.882 -2.478 -4.260 -6.119 -7.020 -7.324
0.0152 0.01508 9.00000 2.3094317913 2.5796966553    2.177  3.727  3.5101  0.042    8  0.597  0.649   183.43    96.31  1 -1.17e-07      0.00 6.729e-01 3.105e-01 3.001e-03 2.403e-03 6.169e-03 -1.000 1.666e-02 -4.546 1.929 1.013 -0.283 -2.180 -4.154 -6.407 -7.322 -7.653
0.0152 0.01508 9.00000 2.3094401360 2.5796968937    2.175  3.794  3.5014 -0.061    8  0.598  0.647   228.96   116.63  1 -2.36e-07      0.00 6.729e-01 3.105e-01 2.992e-03 2.403e-03 6.169e-03 -1.000 1.665e-02 -4.715 1.941 1.322 0.114 -1.976 -4.048 -6.603 -7.527 -7.876
0.0152 0.01508 9.00000 2.3094496727 2.5796973705    2.171  3.828  3.4968 -0.114    8  0.598  0.644   256.61   128.69  1 -3.38e-07      0.00 6.729e-01 3.104e-01 2.979e-03 2.403e-03 6.169e-03 -1.000 1.663e-02 -4.800 1.949 1.472 0.295 -1.880 -3.991 -6.702 -7.630 -7.989
0.0152 0.01508 9.00000 2.3094608784 2.5796976089    2.167  3.841  3.4949 -0.136    8  0.599  0.640   268.92   133.98  1  -3.9e-07      0.00 6.730e-01 3.104e-01 2.961e-03 2.403e-03 6.169e-03 -1.000 1.661e-02 -4.833 1.956 1.535 0.369 -1.840 -3.965 -6.741 -7.671 -8.034
0.0152 0.01508 9.00000 2.3094737530 2.5796980858    2.163  3.847  3.4945 -0.144    8  0.600  0.640   273.36   135.86  1 -4.15e-07      0.00 6.731e-01 3.103e-01 2.936e-03 2.403e-03 6.169e-03 -1.000 1.659e-02 -4.847 1.954 1.541 0.376 -1.840 -3.968 -6.756 -7.687 -8.050
0.0152 0.01508 9.00000 2.3094739914 2.5796980858    2.163  3.847  3.4939 -0.146    8  0.600  0.749   274.69   136.43  1 -4.16e-07      0.00 6.713e-01 3.116e-01 3.463e-03 2.397e-03 6.169e-03 -1.000 1.715e-02 -4.847 1.960 1.566 0.406 -1.818 -3.950 -6.757 -7.689 -8.053
0.0152 0.01508 9.00000 2.3094749451 2.5796980858    2.162  3.733  3.5084  0.025    8  0.600  0.748   189.89    99.15  1 -1.29e-07      0.00 6.713e-01 3.116e-01 3.462e-03 2.397e-03 6.169e-03 -1.000 1.715e-02 -4.564 1.941 1.079 -0.199 -2.130 -4.123 -6.430 -7.346 -7.681
0.0152 0.01508 9.00000 2.3094768524 2.5796980858    2.161  3.552  3.5318  0.300    8  0.600  0.748   104.94    59.38  1 -4.29e-08      0.00 6.713e-01 3.116e-01 3.461e-03 2.397e-03 6.169e-03 -1.000 1.714e-02 -4.109 1.899 0.306 -1.188 -2.612 -4.244 -5.898 -6.789 -7.075
0.0152 0.01508 9.00000 2.3094799519 2.5796983242    2.160  3.495  3.5390  0.385    8  0.600  0.748    87.32    50.65  1 -3.39e-08      0.00 6.713e-01 3.115e-01 3.459e-03 2.397e-03 6.168e-03 -1.000 1.714e-02 -3.968 1.885 0.144 -1.393 -2.703 -4.202 -5.732 -6.613 -6.886
0.0152 0.01508 9.00000 2.3094842434 2.5796983242    2.158  3.548  3.5322  0.305    8  0.600  0.747   103.74    58.78  1 -4.23e-08      0.00 6.713e-01 3.115e-01 3.455e-03 2.397e-03 6.168e-03 -1.000 1.714e-02 -4.099 1.900 0.299 -1.198 -2.615 -4.239 -5.886 -6.777 -7.062
0.0152 0.01508 9.00000 2.3094899654 2.5796985626    2.156  3.648  3.5192  0.153    8  0.601  0.746   144.12    78.09  1 -6.42e-08      0.00 6.713e-01 3.115e-01 3.451e-03 2.397e-03 6.168e-03 -1.000 1.713e-02 -4.349 1.928 0.685 -0.715 -2.388 -4.228 -6.181 -7.085 -7.397
0.0152 0.01508 9.00000 2.3094968796 2.5796988010    2.153  3.744  3.5068  0.006    8  0.601  0.744   197.61   102.58  1 -1.45e-07      0.00 6.714e-01 3.115e-01 3.444e-03 2.397e-03 6.168e-03 -1.000 1.713e-02 -4.589 1.948 1.141 -0.121 -2.087 -4.098 -6.461 -7.379 -7.717
0.0152 0.01508 9.00000 2.3095052242 2.5796990395    2.149  3.809  3.4983 -0.093    8  0.601  0.742   244.93   123.47  1 -2.87e-07      0.00 6.714e-01 3.115e-01 3.434e-03 2.397e-03 6.168e-03 -1.000 1.712e-02 -4.752 1.963 1.443 0.259 -1.890 -3.989 -6.650 -7.577 -7.932
0.0152 0.01508 9.00000 2.3095152378 2.5796992779    2.145  3.841  3.4940 -0.144    8  0.602  0.740   273.02   135.60  1 -4.05e-07      0.00 6.714e-01 3.115e-01 3.421e-03 2.398e-03 6.168e-03 -1.000 1.710e-02 -4.833 1.970 1.575 0.415 -1.808 -3.939 -6.744 -7.675 -8.039
0.0152 0.01508 9.00000 2.3095266819 2.5796997547    2.140  3.853  3.4923 -0.164    8  0.603  0.736   284.89   140.64  1 -4.62e-07      0.00 6.715e-01 3.114e-01 3.404e-03 2.398e-03 6.168e-03 -1.000 1.708e-02 -4.863 1.977 1.631 0.480 -1.772 -3.916 -6.778 -7.712 -8.080
0.0152 0.01508 9.00000 2.3095397949 2.5796999931    2.135  3.858  3.4926 -0.168    8  0.603  0.736   287.40   141.67  1 -4.86e-07      0.00 6.716e-01 3.113e-01 3.382e-03 2.398e-03 6.169e-03 -1.000 1.706e-02 -4.875 1.969 1.612 0.457 -1.793 -3.935 -6.789 -7.722 -8.089
0.0152 0.01508 9.00000 2.3095400333 2.5796999931    2.134  3.864  3.4908 -0.181    8  0.603  0.854   295.77   145.23  0  -5.2e-07      0.00 6.696e-01 3.127e-01 3.948e-03 2.391e-03 6.166e-03 -1.000 1.766e-02 -4.890 1.980 1.679 0.538 -1.741 -3.894 -6.809 -7.744 -8.115
0.0152 0.01508 9.00000 2.3095409870 2.5796999931    2.134  3.751  3.5053 -0.010    8  0.603  0.854   204.44   105.54  1 -1.61e-07      0.00 6.696e-01 3.127e-01 3.947e-03 2.391e-03 6.166e-03 -1.000 1.766e-02 -4.606 1.960 1.202 -0.045 -2.043 -4.069 -6.483 -7.402 -7.743
0.0152 0.01508 9.00000 2.3095428944 2.5797002316    2.133  3.571  3.5284  0.262    8  0.604  0.853   113.65    63.53  1 -4.82e-08      0.00 6.696e-01 3.127e-01 3.946e-03 2.391e-03 6.166e-03 -1.000 1.766e-02 -4.156 1.922 0.412 -1.058 -2.542 -4.233 -5.957 -6.852 -7.144
0.0152 0.01508 9.00000 2.3095459938 2.5797002316    2.131  3.513  3.5357  0.348    8  0.604  0.853    94.38    54.10  1 -3.81e-08      0.00 6.696e-01 3.127e-01 3.943e-03 2.391e-03 6.166e-03 -1.000 1.766e-02 -4.013 1.909 0.237 -1.280 -2.642 -4.201 -5.789 -6.674 -6.953
0.0152 0.01508 9.00000 2.3095502853 2.5797004700    2.129  3.565  3.5290  0.269    8  0.604  0.852   111.93    62.69  1 -4.74e-08      0.00 6.696e-01 3.127e-01 3.939e-03 2.391e-03 6.166e-03 -1.000 1.765e-02 -4.143 1.923 0.396 -1.079 -2.551 -4.232 -5.942 -6.836 -7.127
0.0152 0.01508 9.00000 2.3095557690 2.5797004700    2.126  3.664  3.5164  0.119    8  0.604  0.851   154.51    82.82  1 -7.15e-08      0.00 6.696e-01 3.127e-01 3.934e-03 2.391e-03 6.166e-03 -1.000 1.765e-02 -4.389 1.949 0.809 -0.558 -2.301 -4.183 -6.230 -7.138 -7.456
0.0152 0.01508 9.00000 2.3095626831 2.5797007084    2.122  3.758  3.5043 -0.024    8  0.605  0.849   210.26   108.07  1 -1.76e-07      0.00 6.697e-01 3.127e-01 3.926e-03 2.391e-03 6.166e-03 -1.000 1.764e-02 -4.624 1.964 1.241 0.003 -2.018 -4.056 -6.504 -7.424 -7.767
0.0152 0.01508 9.00000 2.3095710278 2.5797009468    2.118  3.821  3.4962 -0.121    8  0.605  0.847   259.04   129.40  1 -3.43e-07      0.00 6.697e-01 3.127e-01 3.916e-03 2.391e-03 6.166e-03 -1.000 1.763e-02 -4.783 1.974 1.515 0.342 -1.843 -3.958 -6.688 -7.617 -7.976
0.0152 0.01508 9.00000 2.3095808029 2.5797014236    2.113  3.853  3.4922 -0.169    8  0.605  0.844   287.71   141.66  0  -4.8e-07      0.00 6.698e-01 3.126e-01 3.903e-03 2.392e-03 6.166e-03 -1.000 1.762e-02 -4.863 1.982 1.638 0.488 -1.768 -3.912 -6.779 -7.712 -8.080
0.0152 0.01508 9.00000 2.3095920086 2.5797016621    2.107  3.865  3.4907 -0.189    8  0.606  0.840   299.65   146.69  0 -5.49e-07      0.00 6.698e-01 3.126e-01 3.887e-03 2.392e-03 6.166e-03 -1.000 1.760e-02 -4.893 1.986 1.686 0.543 -1.739 -3.894 -6.813 -7.748 -8.119
0.0152 0.01508 9.00000 2.3096051216 2.5797021389    2.101  3.870  3.4913 -0.192    8  0.607  0.840   301.82   147.56  0 -5.78e-07      0.00 6.699e-01 3.125e-01 3.865e-03 2.392e-03 6.166e-03 -1.000 1.758e-02 -4.905 1.975 1.655 0.506 -1.769 -3.921 -6.822 -7.757 -8.128
0.0152 0.01508 9.00000 2.3096053600 2.5797021389    2.100  3.882  3.4888 -0.214    8  0.607  0.966   316.48   153.74  0 -6.56e-07      0.00 6.677e-01 3.140e-01 4.462e-03 2.384e-03 6.162e-03 -1.000 1.821e-02 -4.934 1.962 1.713 0.572 -1.728 -3.889 -6.863 -7.798 -8.172
0.0152 0.01508 9.00000 2.3096063137 2.5797021389    2.100  3.768  3.5031 -0.044    8  0.607  0.965   219.16   111.89  1 -2.03e-07      0.00 6.677e-01 3.140e-01 4.461e-03 2.384e-03 6.162e-03 -1.000 1.821e-02 -4.651 1.967 1.287 0.061 -1.989 -4.041 -6.535 -7.456 -7.801
0.0152 0.01508 9.00000 2.3096082211 2.5797021389    2.098  3.590  3.5255  0.224    8  0.607  0.965   122.91    67.87  1 -5.49e-08      0.00 6.678e-01 3.140e-01 4.459e-03 2.384e-03 6.162e-03 -1.000 1.821e-02 -4.205 1.938 0.507 -0.943 -2.485 -4.222 -6.015 -6.913 -7.211
0.0152 0.01508 9.00000 2.3096110821 2.5797021389    2.097  3.532  3.5328  0.310    8  0.607  0.964   102.00    57.76  1 -4.33e-08      0.00 6.678e-01 3.140e-01 4.456e-03 2.384e-03 6.162e-03 -1.000 1.821e-02 -4.060 1.927 0.313 -1.187 -2.595 -4.208 -5.846 -6.735 -7.019
0.0152 0.01508 9.00000 2.3096151352 2.5797023773    2.094  3.584  3.5264  0.233    8  0.607  0.963   120.63    66.76  1 -5.39e-08      0.00 6.678e-01 3.140e-01 4.452e-03 2.384e-03 6.162e-03 -1.000 1.820e-02 -4.189 1.937 0.482 -0.975 -2.500 -4.224 -5.997 -6.894 -7.191
0.0152 0.01508 9.00000 2.3096206188 2.5797026157    2.091  3.681  3.5144  0.087    8  0.607  0.962   165.01    87.52  1 -8.29e-08      0.00 6.678e-01 3.140e-01 4.446e-03 2.385e-03 6.162e-03 -1.000 1.820e-02 -4.432 1.955 0.880 -0.467 -2.258 -4.169 -6.279 -7.188 -7.511
0.0152 0.01508 9.00000 2.3096272945 2.5797026157    2.086  3.773  3.5033 -0.051    8  0.608  0.960   222.06   113.11  1 -2.17e-07      0.00 6.678e-01 3.140e-01 4.438e-03 2.385e-03 6.162e-03 -1.000 1.819e-02 -4.663 1.965 1.273 0.040 -2.008 -4.059 -6.545 -7.466 -7.812
0.0152 0.01508 9.00000 2.3096351624 2.5797028542    2.081  3.836  3.4961 -0.143    8  0.608  0.958   270.91   134.28  1 -4.17e-07      0.00 6.679e-01 3.140e-01 4.427e-03 2.385e-03 6.162e-03 -1.000 1.818e-02 -4.819 1.975 1.510 0.331 -1.865 -3.984 -6.722 -7.651 -8.014
0.0152 0.01508 9.00000 2.3096446991 2.5797033310    2.075  3.867  3.4929 -0.189    8  0.609  0.955   298.75   146.09  0 -5.81e-07      0.01 6.679e-01 3.139e-01 4.414e-03 2.385e-03 6.162e-03 -1.000 1.816e-02 -4.898 1.987 1.610 0.444 -1.813 -3.956 -6.809 -7.742 -8.113
0.0152 0.01508 9.00000 2.3096556664 2.5797035694    2.068  3.880  3.4922 -0.205    8  0.609  0.951   309.51   150.58  0 -6.64e-07      0.01 6.680e-01 3.139e-01 4.397e-03 2.385e-03 6.162e-03 -1.000 1.814e-02 -4.929 1.989 1.631 0.465 -1.809 -3.959 -6.841 -7.775 -8.148
0.0152 0.01508 9.00000 2.3096683025 2.5797040462    2.061  3.885  3.4926 -0.210    8  0.610  0.950   312.56   151.81  0 -7.05e-07      0.01 6.681e-01 3.138e-01 4.375e-03 2.385e-03 6.163e-03 -1.000 1.812e-02 -4.942 1.985 1.609 0.436 -1.834 -3.983 -6.851 -7.785 -8.159
0.0152 0.01508 9.00000 2.3096685410 2.5797040462    2.060  3.901  3.4904 -0.236    8  0.610  1.082   333.59   155.76  0  -8.4e-07      0.00 6.658e-01 3.154e-01 4.997e-03 2.377e-03 6.157e-03  7.677 1.879e-02 -4.984 1.898 -0.600 -2.730 -3.977 -5.029 -6.643 -7.637 -8.052
0.0152 0.01508 9.00000 2.3096694946 2.5797040462    2.060  3.788  3.5033 -0.071    8  0.610  1.082   257.09   128.09  1 -2.62e-07      0.00 6.658e-01 3.154e-01 4.996e-03 2.377e-03 6.157e-03  7.675 1.879e-02 -4.700 1.830 -0.591 -2.632 -3.808 -4.796 -6.345 -7.317 -7.703
0.0152 0.01508 9.00000 2.3096714020 2.5797040462    2.058  3.611  3.5237  0.187    8  0.610  1.081   171.30    94.43  1 -4.22e-08      0.00 6.658e-01 3.154e-01 4.993e-03 2.377e-03 6.157e-03  7.673 1.879e-02 -4.258 1.699 -0.585 -2.485 -3.554 -4.449 -5.893 -6.817 -7.158
0.0152 0.01508 9.00000 2.3096742630 2.5797040462    2.056  3.553  3.5305  0.272    8  0.610  1.081   150.81    85.80  1 -2.31e-08      0.00 6.658e-01 3.154e-01 4.990e-03 2.377e-03 6.157e-03  7.668 1.878e-02 -4.111 1.671 -0.576 -2.434 -3.470 -4.337 -5.747 -6.651 -6.978
0.0152 0.01508 9.00000 2.3096785545 2.5797042847    2.052  3.604  3.5242  0.195    8  0.610  1.079   171.84    94.61  1 -3.95e-08      0.00 6.658e-01 3.154e-01 4.985e-03 2.377e-03 6.157e-03  7.662 1.878e-02 -4.239 1.714 -0.575 -2.473 -3.540 -4.432 -5.875 -6.797 -7.137
0.0152 0.01508 9.00000 2.3096837997 2.5797045231    2.048  3.699  3.5122  0.051    8  0.611  1.078   217.78   112.98  1 -1.07e-07      0.00 6.658e-01 3.154e-01 4.978e-03 2.377e-03 6.157e-03  7.654 1.877e-02 -4.477 1.797 -0.565 -2.540 -3.666 -4.611 -6.114 -7.071 -7.435
0.0152 0.01508 9.00000 2.3096907139 2.5797047615    2.043  3.789  3.5000 -0.089    8  0.611  1.076   273.94   134.15  1 -2.76e-07      0.00 6.659e-01 3.154e-01 4.968e-03 2.378e-03 6.157e-03  7.642 1.876e-02 -4.703 1.958 -0.513 -2.583 -3.778 -4.781 -6.350 -7.332 -7.723
0.0152 0.01508 9.00000 2.3096988201 2.5797049999    2.036  3.850  3.4910 -0.187    8  0.611  1.073   322.99   151.72  0 -5.26e-07      0.00 6.659e-01 3.153e-01 4.957e-03 2.378e-03 6.157e-03  7.628 1.875e-02 -4.856 2.068 -0.469 -2.603 -3.847 -4.895 -6.513 -7.511 -7.921
0.0152 0.01508 9.00000 2.3097083569 2.5797052383    2.029  3.881  3.4855 -0.241    8  0.612  1.070   356.27   163.21  0 -7.35e-07      0.00 6.660e-01 3.153e-01 4.942e-03 2.378e-03 6.157e-03  7.608 1.873e-02 -4.931 2.089 -0.454 -2.610 -3.875 -4.947 -6.589 -7.600 -8.017
0.0152 0.01508 9.00000 2.3097195625 2.5797054768    2.020  3.892  3.4823 -0.267    8  0.612  1.066   377.81   170.44  0 -8.45e-07      0.00 6.660e-01 3.153e-01 4.924e-03 2.378e-03 6.157e-03  7.583 1.871e-02 -4.960 2.136 -0.426 -2.596 -3.874 -4.959 -6.617 -7.637 -8.057
0.0152 0.01508 9.00000 2.3097321987 2.5797059536    2.010  3.897  3.4751 -0.303    8  0.613  1.067   396.01   176.41  0 -9.28e-07      0.00 6.661e-01 3.152e-01 4.902e-03 2.379e-03 6.158e-03  7.549 1.869e-02 -4.972 2.306 -0.301 -2.509 -3.820 -4.938 -6.631 -7.663 -8.092
0.0152 0.01508 9.00000 2.3097324371 2.5797059536    2.010  3.919  3.4768 -0.318    8  0.613  1.202   416.97   183.37  0 -1.14e-06      0.04 6.637e-01 3.169e-01 5.543e-03 2.370e-03 6.151e-03  8.067 1.938e-02 -5.026 1.585 -0.521 -2.624 -3.914 -5.036 -6.658 -7.650 -8.130
0.0152 0.01508 9.00000 2.3097333908 2.5797059536    2.009  3.805  3.4940 -0.136    8  0.613  1.201   321.38   150.80  1 -3.48e-07      0.01 6.637e-01 3.169e-01 5.542e-03 2.370e-03 6.151e-03  8.067 1.938e-02 -4.743 1.442 -0.613 -2.616 -3.813 -4.848 -6.385 -7.348 -7.778
0.0152 0.01508 9.00000 2.3097350597 2.5797059536    2.006  3.629  3.5207  0.146    8  0.613  1.201   214.91   111.46  1 -5.54e-08      0.00 6.637e-01 3.169e-01 5.539e-03 2.370e-03 6.151e-03  8.065 1.938e-02 -4.304 1.310 -0.675 -2.530 -3.604 -4.517 -5.934 -6.841 -7.212
0.0152 0.01508 9.00000 2.3097379208 2.5797061920    2.002  3.570  3.5293  0.239    8  0.613  1.200   189.01   101.19  1    -3e-08      0.00 6.637e-01 3.169e-01 5.535e-03 2.370e-03 6.151e-03  8.063 1.937e-02 -4.156 1.262 -0.691 -2.498 -3.532 -4.408 -5.786 -6.669 -7.021
0.0152 0.01508 9.00000 2.3097419739 2.5797061920    1.996  3.621  3.5208  0.153    8  0.613  1.198   215.30   111.52  1 -5.16e-08      0.00 6.637e-01 3.169e-01 5.528e-03 2.370e-03 6.151e-03  8.060 1.937e-02 -4.282 1.330 -0.656 -2.510 -3.583 -4.496 -5.913 -6.819 -7.189
0.0152 0.01508 9.00000 2.3097472191 2.5797064304    1.989  3.714  3.5052 -0.005    8  0.614  1.197   272.11   132.87  1  -1.4e-07      0.00 6.638e-01 3.169e-01 5.520e-03 2.370e-03 6.151e-03  8.056 1.936e-02 -4.516 1.440 -0.596 -2.538 -3.683 -4.666 -6.152 -7.095 -7.499
0.0152 0.01508 9.00000 2.3097536564 2.5797066689    1.980  3.803  3.4897 -0.157    8  0.614  1.194   341.22   157.35  0 -3.63e-07      0.01 6.638e-01 3.168e-01 5.509e-03 2.370e-03 6.151e-03  8.051 1.934e-02 -4.737 1.540 -0.532 -2.557 -3.773 -4.825 -6.382 -7.355 -7.791
0.0152 0.01508 9.00000 2.3097612858 2.5797069073    1.969  3.862  3.4783 -0.265    8  0.614  1.191   401.53   177.63  0 -6.96e-07      0.02 6.639e-01 3.168e-01 5.495e-03 2.371e-03 6.151e-03  8.044 1.933e-02 -4.885 1.651 -0.450 -2.538 -3.812 -4.921 -6.529 -7.518 -7.981
0.0152 0.01508 9.00000 2.3097705841 2.5797071457    1.956  3.891  3.4710 -0.326    8  0.615  1.187   442.76   190.94  0 -9.78e-07      0.02 6.639e-01 3.168e-01 5.478e-03 2.371e-03 6.151e-03  8.035 1.931e-02 -4.959 1.715 -0.386 -2.511 -3.818 -4.962 -6.599 -7.594 -8.071
0.0152 0.01508 9.00000 2.3097813129 2.5797073841    1.941  3.902  3.4660 -0.360    8  0.615  1.183   469.98   199.42  0 -1.14e-06      0.03 6.640e-01 3.167e-01 5.456e-03 2.371e-03 6.152e-03  8.024 1.929e-02 -4.986 1.823 -0.315 -2.468 -3.801 -4.968 -6.629 -7.624 -8.112
0.0152 0.01508 9.00000 2.3097934723 2.5797078609    1.924  3.906  3.4577 -0.401    8  0.616  1.185   493.35   206.51  0 -1.27e-06      0.04 6.641e-01 3.166e-01 5.430e-03 2.371e-03 6.152e-03  8.010 1.926e-02 -4.996 2.034 -0.166 -2.368 -3.741 -4.947 -6.645 -7.639 -8.143
0.0152 0.01508 9.00000 2.3097937107 2.5797078609    1.924  3.933  3.4569 -0.431    8  0.616  1.322   525.44   216.50  0 -1.65e-06      0.14 6.616e-01 3.185e-01 6.094e-03 2.362e-03 6.144e-03  8.272 1.998e-02 -5.063 1.903 -0.088 -2.278 -3.678 -4.919 -6.631 -7.635 -8.215
0.0152 0.01508 9.00000 2.3097946644 2.5797078609    1.923  3.820  3.4757 -0.243    8  0.616  1.322   404.74   177.97  0 -5.01e-07      0.04 6.616e-01 3.185e-01 6.092e-03 2.362e-03 6.144e-03  8.272 1.998e-02 -4.780 1.496 -0.352 -2.405 -3.685 -4.818 -6.406 -7.384 -7.878
0.0152 0.01508 9.00000 2.3097963333 2.5797078609    1.921  3.646  3.5045  0.046    8  0.616  1.321   271.19   131.75  1    -8e-08      0.00 6.616e-01 3.184e-01 6.089e-03 2.362e-03 6.144e-03  8.271 1.998e-02 -4.344 1.330 -0.480 -2.381 -3.524 -4.519 -5.978 -6.906 -7.326
0.0152 0.01508 9.00000 2.3097991943 2.5797078609    1.919  3.586  3.5138  0.142    8  0.616  1.321   237.68   119.30  1 -4.29e-08      0.00 6.616e-01 3.184e-01 6.085e-03 2.362e-03 6.144e-03  8.270 1.997e-02 -4.195 1.305 -0.498 -2.351 -3.452 -4.406 -5.826 -6.734 -7.134
0.0152 0.01508 9.00000 2.3098030090 2.5797080994    1.915  3.636  3.5042  0.053    8  0.617  1.319   269.72   131.14  1 -7.38e-08      0.00 6.616e-01 3.184e-01 6.079e-03 2.363e-03 6.144e-03  8.268 1.996e-02 -4.321 1.354 -0.455 -2.356 -3.499 -4.495 -5.954 -6.883 -7.303
0.0152 0.01508 9.00000 2.3098080158 2.5797083378    1.910  3.729  3.4871 -0.109    8  0.617  1.317   338.48   155.44  0 -1.99e-07      0.01 6.616e-01 3.184e-01 6.070e-03 2.363e-03 6.144e-03  8.265 1.996e-02 -4.552 1.437 -0.386 -2.369 -3.587 -4.660 -6.191 -7.151 -7.608
0.0152 0.01508 9.00000 2.3098144531 2.5797083378    1.904  3.816  3.4704 -0.264    8  0.617  1.315   420.76   182.91  0 -5.08e-07      0.04 6.617e-01 3.184e-01 6.060e-03 2.363e-03 6.144e-03  8.262 1.994e-02 -4.769 1.563 -0.262 -2.335 -3.635 -4.790 -6.394 -7.375 -7.875
0.0152 0.01508 9.00000 2.3098220825 2.5797085762    1.897  3.874  3.4581 -0.373    8  0.618  1.312   490.85   205.19  0 -9.61e-07      0.08 6.617e-01 3.183e-01 6.046e-03 2.363e-03 6.144e-03  8.258 1.993e-02 -4.915 1.803 -0.122 -2.275 -3.643 -4.860 -6.531 -7.516 -8.057
0.0152 0.01508 9.00000 2.3098311424 2.5797090530    1.888  3.903  3.4503 -0.435    8  0.618  1.308   536.77   219.26  0 -1.34e-06      0.11 6.618e-01 3.183e-01 6.030e-03 2.363e-03 6.145e-03  8.253 1.991e-02 -4.987 1.997 0.023 -2.184 -3.599 -4.860 -6.576 -7.564 -8.135
0.0152 0.01508 9.00000 2.3098416328 2.5797092915    1.878  3.914  3.4451 -0.470    8  0.619  1.304   565.04   227.65  0 -3.63e-09      0.00 6.619e-01 3.182e-01 6.010e-03 2.364e-03 6.145e-03  8.247 1.989e-02 -5.014 1.667 -0.208 -2.389 -3.782 -5.035 -6.700 -7.640 -8.151
0.0152 0.01508 9.00000 2.3098535538 2.5797095299    1.868  3.918  3.4445 -0.479    8  0.619  1.309   587.78   234.25  0 -4.61e-09      0.00 6.620e-01 3.182e-01 5.987e-03 2.364e-03 6.145e-03  8.239 1.986e-02 -5.026 1.678 -0.206 -2.392 -3.789 -5.044 -6.712 -7.651 -8.162
0.0152 0.01508 9.00000 2.3098537922 2.5797095299    1.867  3.950  3.4349 -0.549    8  0.619  1.448   633.08   247.66  0 -1.06e-07      0.01 6.593e-01 3.201e-01 6.664e-03 2.355e-03 6.137e-03  8.416 2.060e-02 -5.105 1.449 -0.239 -2.417 -3.837 -5.126 -6.789 -7.696 -8.230
0.0152 0.01508 9.00000 2.3098547459 2.5797097683    1.867  3.837  3.4547 -0.357    8  0.619  1.448   487.47   203.53  0 -7.13e-07      0.09 6.593e-01 3.200e-01 6.663e-03 2.355e-03 6.137e-03  8.416 2.060e-02 -4.822 1.671 -0.035 -2.157 -3.528 -4.761 -6.415 -7.387 -7.943
0.0152 0.01508 9.00000 2.3098564148 2.5797097683    1.866  3.664  3.4850 -0.063    8  0.619  1.447   327.38   150.95  1 -1.15e-07      0.01 6.594e-01 3.200e-01 6.660e-03 2.355e-03 6.137e-03  8.415 2.060e-02 -4.390 1.409 -0.254 -2.206 -3.423 -4.506 -6.024 -6.977 -7.446
0.0152 0.01508 9.00000 2.3098590374 2.5797097683    1.864  3.604  3.4953  0.038    8  0.620  1.446   286.08   136.39  1 -6.08e-08      0.01 6.594e-01 3.200e-01 6.655e-03 2.355e-03 6.137e-03  8.414 2.060e-02 -4.239 1.407 -0.276 -2.186 -3.360 -4.396 -5.874 -6.811 -7.257
